event_id,date,lat,lon,dep,mag
384,2016-08-08T21:45:02.010,-14.5715,-76.2905,13.45,4.6
385,2016-08-08T20:22:55.000,-14.53,-76.34,11,4.9
386,2016-08-08T19:03:23.370,-14.5173,-76.2455,10,5.1
387,2016-08-07T06:06:37.020,-17.9366,-70.4489,35.62,4.2
388,2016-08-03T22:35:42.000,-13.2841,-74.6778,78.76,4.6
389,2016-08-01T15:43:37.220,-9.9164,-78.5807,58.26,4.3
390,2016-08-01T07:32:45.160,-8.9101,-76.5409,129.47,4.7
391,2016-08-01T07:24:38.000,-16.31,-72.62,109,4.5
392,2016-07-30T13:54:36.000,-16.7,-72.39,78,4.1
393,2016-07-29T19:00:32.080,-16.41,-71.5996,107.17,4.3
394,2016-07-29T18:21:23.780,-13.493,-76.123,61.8,4.2
395,2016-07-27T14:06:33.630,-7.237,-76.2101,60.16,4.3
396,2016-07-25T08:39:21.950,-17.1505,-70.2047,155.62,4.2
397,2016-07-21T22:08:51.060,-5.8788,-77.0801,128.91,4.2
398,2016-07-20T16:49:57.970,-8.4001,-78.6107,106.13,4.9
399,2016-07-19T15:44:43.000,-12.11,-77.42,44,3.9
400,2016-07-18T05:55:15.990,-15.0412,-71.8817,156.45,4.7
401,2016-07-18T01:35:52.630,-11.2038,-77.7367,75.42,5.2
402,2016-07-16T13:15:22.040,-6.2039,-76.0827,57.15,4.2
403,2016-07-15T01:27:03.330,-8.0384,-74.4648,157.98,4.4
404,2016-07-09T13:44:52.090,-10.7782,-76.2032,119.42,4.4
405,2016-07-06T10:18:53.830,-16.0126,-74.7591,59.68,4.5
406,2016-07-06T09:39:18.000,-10.01,-74.94,20,4.3
407,2016-07-04T19:03:25.490,-16.5019,-72.3604,90.65,4.2
408,2016-07-02T06:35:01.810,-4.7539,-80.6691,57.71,4.5
409,2016-07-01T05:33:23.170,-12.6345,-77.147,44.42,3.9
410,2016-06-24T12:20:02.120,-14.8277,-72.8796,66.06,4.4
411,2016-06-22T17:41:54.750,-14.8288,-70.5865,192.59,4.9
412,2016-06-21T10:25:51.490,-17.5595,-71.5278,35,4.3
413,2016-06-19T06:36:43.140,-16.7494,-69.6834,178.45,4.4
414,2016-06-19T06:33:13.670,-16.6987,-69.7286,171.81,4.6
415,2016-06-18T15:06:58.350,-14.7207,-70.7754,195.94,4.4
416,2016-06-16T18:32:25.800,-15.5217,-70.2191,209.27,4.3
417,2016-06-15T18:23:12.580,-8.5099,-74.1933,167.68,4.1
418,2016-06-14T12:53:52.130,-7.2059,-79.3628,35,4.1
419,2016-06-13T19:37:23.970,-10.3671,-74.5438,10.11,4.3
420,2016-06-08T20:18:27.600,-4.2677,-76.8786,103.45,4.9
421,2016-06-07T13:28:13.280,-14.2592,-73.0671,74.73,4.3
422,2016-06-06T05:39:16.530,-16.8671,-70.5513,10,4.1
423,2016-06-06T00:51:15.530,-11.0383,-74.0655,95.5,4.4
424,2016-06-05T04:52:53.750,-15.3631,-71.1953,142.96,4.2
425,2016-06-05T04:07:05.560,-15.9573,-74.1037,37.33,5.1
426,2016-06-03T04:12:26.260,-16.9533,-70.3992,48.4,4.4
427,2016-06-02T11:16:58.780,-16.8948,-70.4415,35.52,4.5
428,2016-06-02T00:01:28.080,-16.8282,-70.4229,13.3,4.9
429,2016-06-01T21:31:01.060,-13.5075,-75.0451,82.75,4.9
430,2016-05-31T13:05:34.300,-8.3855,-74.9243,79.01,4.1
431,2016-05-30T10:01:51.680,-16.2533,-73.0099,53.8,4
432,2016-05-27T13:27:31.480,-5.1635,-80.8878,35,4.1
433,2016-05-27T10:00:48.350,-8.4546,-74.9983,131.62,5
434,2016-05-24T06:43:09.970,-15.1629,-72.3373,118.82,4
435,2016-05-16T00:51:13.980,-13.7595,-73.0132,25.61,4.5
436,2016-05-15T00:19:03.120,-16.6157,-70.9124,131.9,4
437,2016-05-12T23:09:27.680,-15.7962,-75.0724,10,4.7
438,2016-05-11T21:01:44.720,-8.0686,-74.4916,160.9,4.5
439,2016-05-11T03:13:42.480,-16.6538,-72.2848,116.41,3.8
440,2016-05-09T09:04:35.270,-16.9079,-69.6469,172.04,4.4
441,2016-05-09T01:22:44.860,-7.2326,-74.8907,131.25,4.5
442,2016-05-07T19:14:32.000,-14.43,-76.29,18,4
443,2016-05-06T23:10:56.830,-8.9172,-74.5068,147.27,4.7
444,2016-05-06T14:52:22.310,-11.7823,-77.7562,67.67,4.8
445,2016-05-04T22:39:33.720,-15.8561,-71.6086,140.68,4.1
446,2016-05-03T09:17:18.000,-17.42,-69.91,12,4.1
447,2016-05-02T06:02:51.000,-18.02,-70.52,42,3.9
448,2016-04-30T21:06:36.570,-8.0282,-74.5146,154.08,4.3
449,2016-04-29T06:33:19.190,-15.4185,-73.1575,80.12,4.7
450,2016-04-28T07:00:42.000,-8.55,-79.58,43,4.3
451,2016-04-28T04:04:16.190,-13.2654,-76.8195,57.68,4
452,2016-04-26T11:44:43.910,-17.0938,-72.7514,35,4.3
453,2016-04-26T02:08:04.680,-10.0064,-78.7113,48.31,4.6
454,2016-04-24T19:33:16.220,-4.5907,-77.8733,70.36,4.1
455,2016-04-22T23:16:44.690,-8.776,-74.7598,116.48,4.2
456,2016-04-18T21:36:02.670,-17.5254,-69.8513,154.09,4.2
457,2016-04-14T22:50:46.530,-12.2865,-76.2767,86.46,4.4
458,2016-04-13T23:30:39.530,-15.8036,-75.4839,10,4.3
459,2016-04-13T22:19:11.000,-12.61,-77.01,49,3.8
460,2016-04-13T20:16:47.410,-5.4082,-81.7571,10,4.3
461,2016-04-13T02:48:43.160,-15.7491,-71.8661,114.03,4.1
462,2016-04-11T02:43:26.740,-15.3876,-73.816,66.56,4.2
463,2016-04-09T22:28:56.880,-5.2906,-80.0844,74.24,4.3
464,2016-04-09T07:15:13.030,-4.3111,-78.3351,38.92,4.9
465,2016-04-07T15:26:29.350,-14.7037,-76.5,10,4.6
466,2016-04-03T05:41:42.240,-16.7092,-69.6988,160.67,4.9
467,2016-04-01T15:28:51.970,-16.5329,-72.2915,52.88,4.3
468,2016-03-30T13:47:06.720,-16.9068,-70.7237,33.34,4.2
469,2016-03-29T02:45:34.350,-10.3656,-78.5398,35.1,3.6
470,2016-03-27T08:56:58.840,-14.3314,-75.8138,49.87,4.1
471,2016-03-27T00:00:24.320,-13.0727,-75.0223,89.85,4.1
472,2016-03-24T03:14:10.850,-7.6804,-74.6335,155.24,4.2
473,2016-03-22T14:15:24.740,-15.1322,-72.4433,92.9,4.1
474,2016-03-22T04:52:50.680,-3.4583,-79.7507,94.1,4
475,2016-03-21T13:01:59.440,-8.7443,-75.6744,132.25,4.4
476,2016-03-21T08:31:15.680,-5.3572,-77.7188,35,4.6
477,2016-03-20T06:03:48.000,-5.66,-78.84,20,4.2
478,2016-03-18T17:15:05.630,-8.7131,-74.7766,121.42,4.2
479,2016-03-17T01:04:02.330,-16.73,-69.6344,188.1,4.7
480,2016-03-14T04:30:56.030,-16.9372,-73.4417,35,4.2
481,2016-03-12T00:13:54.090,-7.8241,-74.618,157.62,4.1
482,2016-03-10T16:22:37.890,-17.6239,-71.546,53.6,3.9
483,2016-03-09T03:04:42.090,-16.5809,-71.1272,47.93,3.7
484,2016-03-07T15:16:42.570,-17.7383,-70.1595,108.83,4
485,2016-03-06T16:23:08.000,-18.08,-70.38,99,4.7
486,2016-03-06T15:38:23.330,-14.7098,-76.1029,7.44,4
487,2016-03-06T13:06:17.820,-14.8597,-75.94,13.56,4.6
488,2016-03-06T11:29:28.390,-17.3461,-69.9681,142.67,4.2
489,2016-03-06T06:34:19.630,-14.9147,-76.5507,10,4
490,2016-03-03T10:09:41.030,-16.0958,-73.9911,45.73,5
491,2016-03-03T06:31:52.000,-14.6513,-73.6845,67.97,4.5
492,2016-03-02T23:31:55.580,-11.8001,-77.695,35,4.2
493,2016-03-02T11:22:28.630,-11.6826,-75.6977,10,4.1
494,2016-03-01T09:27:23.000,-10.49,-78.88,22,4.3
495,2016-03-01T08:50:11.870,-7.9256,-74.4529,158.73,4.7
496,2016-03-01T02:30:13.720,-15.0078,-75.9867,30.52,4.3
497,2016-02-28T19:05:44.570,-13.6814,-69.876,54.05,4.5
498,2016-02-28T14:50:51.000,-15.78,-71.77,12,4.3
499,2016-02-26T13:20:51.960,-13.404,-76.2845,58.62,4.1
500,2016-02-26T13:09:57.150,-4.7177,-80.7213,49.93,4.5
501,2016-02-24T18:01:50.000,-15.71,-71.75,11,4.1
502,2016-02-22T20:29:35.000,-15.71,-71.8,6,4.8
503,2016-02-22T05:01:29.910,-8.638,-74.2368,160.4,4
504,2016-02-20T02:05:50.020,-15.72,-71.821,10,5
505,2016-02-20T00:40:09.940,-15.8849,-71.6839,30.95,4.4
506,2016-02-17T23:57:57.400,-9.5972,-75.6154,18.5,4
507,2016-02-16T22:23:50.700,-15.6653,-72.8943,80.14,4.5
508,2016-02-16T13:57:37.270,-16.5969,-73.8341,10,4.4
509,2016-02-16T10:46:30.010,-16.4442,-73.6045,29,5.7
510,2016-02-15T07:46:16.110,-12.1156,-77.5714,42.06,3.9
511,2016-02-13T03:46:45.760,-16.9229,-70.8059,104.56,5
512,2016-02-12T06:50:31.410,-16.4456,-72.4626,83.1,4.6
513,2016-02-11T22:25:35.180,-6.1375,-76.7397,54.8,4.4
514,2016-02-09T08:18:58.270,-15.5046,-73.2752,72.94,4.8
515,2016-02-06T06:20:22.210,-8.9287,-74.5031,144.54,4.6
516,2016-02-05T17:44:45.680,-7.8172,-74.5878,149.21,4.7
517,2016-02-03T04:45:08.690,-5.7117,-77.1926,66.54,4.2
518,2016-01-31T18:29:35.000,-7.51,-79.45,64,3.9
519,2016-01-31T07:41:50.670,-8.3606,-74.2575,156.69,5
520,2016-01-29T01:17:12.860,-3.788,-80.8819,48.18,4.5
521,2016-01-25T08:28:08.170,-6.0646,-76.7338,29.49,4.7
522,2016-01-24T17:12:00.070,-18.3278,-71.5411,20.88,4.4
523,2016-01-23T07:31:08.000,-16.74,-72.44,48,4.5
524,2016-01-22T19:11:57.310,-8.808,-74.5439,140.23,4.1
525,2016-01-22T09:19:51.000,-12.56,-77.29,31,4
526,2016-01-20T23:20:49.960,-15.3114,-72.9122,87.88,4.3
527,2016-01-20T12:01:10.000,-15.8834,-74.038,49.06,5
528,2016-01-19T22:12:42.740,-14.5931,-73.4486,63.19,4.7
529,2016-01-19T12:52:07.500,-8.1283,-75.1723,128.4,4.1
530,2016-01-19T02:04:29.980,-14.0718,-72.9469,101.03,4.8
531,2016-01-19T01:11:39.650,-8.2716,-74.3661,158.52,4
532,2016-01-18T01:28:42.230,-6.1913,-75.1392,43.5,4
533,2016-01-16T21:39:17.710,-7.7803,-79.9603,43.48,4.6
534,2016-01-16T10:28:10.250,-10.6072,-74.2218,134.92,4.3
535,2016-01-14T18:30:59.560,-15.8857,-72.5905,79.23,4.6
536,2016-01-14T17:43:02.000,-16.41,-73.59,8,4.3
537,2016-01-14T06:05:49.000,-16.1,-71.98,12,4.1
538,2016-01-13T08:22:08.000,-17.92,-70.88,49,4.1
539,2016-01-12T19:12:20.830,-16.5716,-72.6458,71.85,4.1
540,2016-01-12T14:09:52.700,-15.4399,-70.5882,196.57,4.5
541,2016-01-12T11:50:56.290,-9.1106,-74.9694,113.81,4.2
542,2016-01-11T09:58:36.850,-11.608,-73.0807,52.7,4.1
543,2016-01-08T21:05:03.170,-16.1963,-72.2473,26.31,4
544,2016-01-08T03:14:17.620,-13.3658,-69.86,38.74,4.9
545,2016-01-08T02:17:23.270,-13.2916,-70.6216,40.82,4.9
546,2016-01-07T14:55:43.200,-6.8004,-76.898,10,4.5
547,2016-01-05T02:25:20.830,-8.1801,-74.4214,164.02,4.3
548,2016-01-04T19:01:54.990,-9.7027,-78.0956,64.52,3.8
549,2016-01-03T18:45:53.650,-7.151,-76.5594,164.02,4.3
550,2016-01-03T11:08:34.460,-10.7827,-70.7808,633.39,4.3
551,2016-01-02T00:55:42.010,-10.4888,-75.3519,46.92,4.3
552,2015-12-30T16:18:51.410,-15.9169,-72.0644,137.54,4.3
553,2015-12-29T09:28:07.850,-7.3251,-74.4691,153.18,4.4
554,2015-12-28T15:46:36.000,-3.84,-80.61,29,4.6
555,2015-12-24T22:42:18.410,-13.5325,-72.4189,47.43,4.2
556,2015-12-23T04:14:42.610,-15.1511,-74.9037,51.7,4.4
557,2015-12-23T02:34:23.600,-5.7881,-74.6515,25.87,4.6
558,2015-12-22T20:34:16.070,-15.1454,-72.7966,94.46,4.9
559,2015-12-21T02:11:52.570,-9.5946,-79.5134,38.87,4.3
560,2015-12-20T00:08:31.640,-9.3942,-72.7552,14.64,4.3
561,2015-12-19T12:12:13.650,-16.367,-71.0612,52.78,4.1
562,2015-12-19T09:18:21.680,-15.8426,-72.6609,157.52,4.2
563,2015-12-19T04:25:25.450,-11.0846,-71.0143,601.42,4
564,2015-12-17T15:06:47.950,-15.159,-73.3928,84.23,4.2
565,2015-12-16T08:15:53.160,-15.0578,-73.6785,83.77,4.5
566,2015-12-15T23:50:04.110,-15.9665,-75.0848,33.15,4.5
567,2015-12-15T11:33:13.490,-15.4781,-70.9836,170.18,4.2
568,2015-12-15T10:20:24.090,-14.1741,-74.7338,71.5,4.2
569,2015-12-13T19:11:09.000,-9.9,-76.38,13,4.5
570,2015-12-10T21:03:54.390,-15.794,-71.1867,36.44,4.3
571,2015-12-08T20:47:09.040,-15.7975,-71.808,23.59,4.7
572,2015-12-08T19:54:17.950,-15.8335,-72.2281,22.11,4.7
573,2015-12-08T19:54:00.770,-15.7553,-72.1432,35,4.2
574,2015-12-07T19:24:03.690,-7.9107,-74.6386,150.97,4.3
575,2015-12-06T13:49:42.450,-9.831,-71.1892,638.37,4.2
576,2015-12-03T23:29:48.500,-10.2601,-71.4165,622.67,4
577,2015-12-02T21:42:50.440,-14.9553,-71.9827,115.63,4.1
578,2015-12-01T13:39:55.090,-16.379,-71.1123,117.31,5
579,2015-11-29T10:41:32.140,-10.1732,-71.1811,625.64,4.2
580,2015-11-28T10:28:57.000,-9.86,-78.83,30,4.1
581,2015-11-27T05:35:40.440,-16.6128,-69.6631,191.77,4.5
582,2015-11-27T00:52:54.610,-9.2924,-71.0944,616.98,5.1
583,2015-11-26T20:50:46.270,-10.5666,-71.183,601.8,4.2
584,2015-11-26T13:42:24.490,-9.7561,-71.2455,605.58,4.9
585,2015-11-26T06:01:22.990,-9.197,-71.2903,602.14,4.6
586,2015-11-26T05:56:05.120,-9.0648,-71.3216,602.6,4.9
587,2015-11-26T05:45:18.400,-9.1825,-71.2574,602.75,6.7
588,2015-11-25T23:49:34.380,-10.5191,-71.1385,591.92,4.2
589,2015-11-25T18:47:56.000,-10.4,-70.54,655,4.3
590,2015-11-25T16:19:24.860,-9.8471,-71.2808,630.47,4.3
591,2015-11-25T11:45:25.430,-9.2977,-71.4485,514.99,4.3
592,2015-11-25T10:26:37.160,-14.4059,-73.2844,62.31,4.3
593,2015-11-25T09:26:22.680,-8.5343,-71.3759,629.34,4.7
594,2015-11-25T04:30:29.380,-10.0811,-71.1445,589.77,4.3
595,2015-11-25T03:12:29.230,-15.6412,-71.9348,28.49,4.6
596,2015-11-25T00:28:16.830,-11.0331,-70.8484,597.09,4.7
597,2015-11-24T23:55:20.210,-10.2872,-70.8723,618.84,4.1
598,2015-11-24T23:44:14.010,-10.5573,-70.9903,595.15,4.6
599,2015-11-24T22:50:54.370,-10.0598,-71.0184,620.56,7.6
600,2015-11-24T22:45:38.880,-10.5372,-70.9437,606.21,7.6
601,2015-11-24T18:10:05.040,-10.6646,-71.1423,595.58,4.3
602,2015-11-22T14:38:15.640,-15.4027,-72.2418,109.52,4.9
603,2015-11-20T21:28:57.670,-6.5955,-80.5214,53.41,4.6
604,2015-11-20T06:35:21.460,-8.0628,-74.4923,148.05,4.4
605,2015-11-17T22:49:51.150,-15.6304,-72.6842,10,4.2
606,2015-11-17T14:04:33.960,-15.9733,-72.2268,86.77,4.3
607,2015-11-16T11:58:29.820,-13.2329,-76.4814,63.94,4.3
608,2015-11-14T19:33:04.460,-15.4432,-71.7253,131.87,4.3
609,2015-11-13T06:54:49.140,-8.5041,-75.9471,117.56,5
610,2015-11-12T19:49:21.240,-16.0641,-72.0127,92.31,4.5
611,2015-10-07T05:59:13.080,-17.7468,-69.7891,127.93,4.8
612,2015-09-30T04:08:33.220,-15.7756,-72.1232,10,4.4
613,2015-09-29T14:54:19.000,-18.354,-69.979,22.5,3.7
614,2015-09-29T11:09:08.920,-7.0418,-75.2923,72.49,4.1
615,2015-09-28T21:48:57.110,-15.9972,-74.4534,32.17,4.2
616,2015-09-28T04:31:22.000,-16.73,-73.11,15,4.3
617,2015-09-28T02:31:50.000,-16.81,-70.58,13,4
618,2015-09-27T16:18:02.200,-15.6703,-74.9388,41.9,4.2
619,2015-09-26T20:19:44.520,-16.9964,-70.6847,10,4.3
620,2015-09-26T07:01:04.870,-14.2481,-73.5373,67.66,4.3
621,2015-09-19T22:17:07.410,-8.2796,-74.2951,162.84,4.3
622,2015-09-16T00:46:45.350,-14.6058,-73.5826,68.57,4.1
623,2015-09-13T18:12:44.860,-6.08,-80.3486,35,4
624,2015-09-13T16:18:31.660,-16.2644,-72.638,73.81,4.7
625,2015-09-12T17:12:15.280,-10.8867,-74.53,93.21,4
626,2015-09-10T17:10:25.620,-15.5426,-72.5965,89.28,4.4
627,2015-09-10T16:43:59.320,-13.6155,-76.6647,23.14,4.8
628,2015-09-07T11:39:53.620,-13.4501,-78.0181,14.72,4.4
629,2015-09-05T20:18:57.510,-18.2572,-71.5764,17.95,4.5
630,2015-09-05T07:37:04.600,-15.5387,-70.5002,197.89,4.6
631,2015-09-04T03:51:21.680,-14.3092,-76.6866,23.07,4.3
632,2015-09-02T14:30:33.000,-5.65,-76.77,28,4.6
633,2015-09-01T14:52:09.000,-11.15,-76.32,106,4.4
634,2015-08-31T05:34:49.550,-15.9149,-75.6633,12.59,4.4
635,2015-08-29T06:53:07.510,-10.4931,-75.43,9.67,4.4
636,2015-08-29T06:43:46.540,-15.7212,-72.0546,49.54,4.4
637,2015-08-29T06:00:19.260,-8.3975,-78.9062,60.99,4.2
638,2015-08-28T18:39:12.650,-12.2189,-76.0626,91.59,4.7
639,2015-08-28T16:27:02.550,-16.8782,-69.6653,180.37,4.8
640,2015-08-28T04:11:51.900,-15.823,-71.8124,9.28,4.9
641,2015-08-05T20:20:26.230,-9.0966,-80.5017,33.43,4.7
642,2015-08-04T01:30:18.710,-5.6539,-80.8257,45.27,4.1
643,2015-07-31T17:17:53.980,-8.5052,-72.6738,4.7,4.4
644,2015-07-28T03:51:36.870,-9.9399,-75.6208,119.6,4.8
645,2015-07-28T02:42:21.340,-5.909,-75.0778,35.44,4.5
646,2015-07-27T10:33:36.050,-5.7583,-77.2881,40.58,4.4
647,2015-07-25T07:34:09.000,-8.37,-75.71,126,5.2
648,2015-07-23T15:39:48.210,-15.9123,-73.0956,83.43,4.4
649,2015-07-18T05:07:21.050,-15.9069,-72.817,90.47,4.2
650,2015-07-17T11:56:20.420,-14.9808,-71.8306,117.06,4.3
651,2015-07-16T23:11:46.520,-11.0499,-78.0777,64.14,4.3
652,2015-07-15T16:31:47.650,-14.7209,-76.015,10,4.9
653,2015-07-11T22:55:52.900,-3.8519,-80.6193,49.33,4.6
654,2015-07-09T18:31:11.100,-9.2267,-75.5245,82.57,4.3
655,2015-07-09T18:08:36.000,-9.11,-75.83,27,5
656,2015-07-07T04:27:53.660,-16.2401,-73.8606,35,4.1
657,2015-07-06T17:34:29.000,-16.07,-74.31,22,4.2
658,2015-07-06T11:17:48.060,-7.1796,-80.5155,36.72,4.9
659,2015-07-06T09:19:43.040,-17.2503,-69.7693,171.61,4.4
660,2015-07-06T08:23:27.500,-13.8479,-71.7295,36.66,4.9
661,2015-07-03T23:06:47.200,-16.5698,-73.1645,26.15,4.1
662,2015-06-30T23:07:51.860,-15.0364,-73.3756,74.3,4
663,2015-06-29T09:09:16.100,-16.0251,-74.2558,28,5.8
664,2015-06-28T10:16:57.560,-15.8559,-74.4845,35.25,4.2
665,2015-06-25T03:07:19.120,-6.642,-80.2703,57.99,4
666,2015-06-21T10:56:03.280,-15.7054,-73.8168,75.35,4.7
667,2015-06-21T04:14:11.470,-15.9381,-71.455,132.95,4.1
668,2015-06-16T21:52:36.440,-16.9226,-69.6692,180.88,4.3
669,2015-06-12T17:52:05.800,-15.7618,-71.9126,9.18,3.9
670,2015-06-11T15:23:42.630,-16.1881,-75.0452,36.48,4.3
671,2015-06-09T23:43:57.750,-13.2499,-76.4519,44.3,4.5
672,2015-06-07T08:15:29.700,-15.2328,-72.2716,118.6,4
673,2015-06-05T23:01:28.380,-11.6323,-76.0677,95.77,4
674,2015-06-05T09:27:23.760,-17.4194,-69.6501,150.44,4.7
675,2015-06-04T21:34:57.910,-12.4698,-77.5869,33.76,4.6
676,2015-06-04T16:43:04.040,-16.1176,-73.8975,45.73,4.3
677,2015-06-02T08:22:38.400,-3.9872,-76.0784,118.19,4.9
678,2015-06-01T11:57:19.110,-18.3288,-71.2585,31.67,4.7
679,2015-05-24T02:01:48.070,-3.4877,-81.6026,39.15,4.3
680,2015-05-19T04:44:41.160,-15.6211,-70.0908,246.69,4
681,2015-05-17T10:50:09.520,-13.2919,-74.7474,80.58,4.3
682,2015-05-16T01:19:50.210,-7.8252,-74.3982,144.75,5.1
683,2015-05-15T21:07:20.330,-15.7217,-75.5539,1,4.9
684,2015-05-14T18:33:32.440,-14.1791,-75.5649,50.77,4.8
685,2015-05-13T13:26:09.070,-11.1429,-74.2635,23.29,4.6
686,2015-05-12T04:10:03.150,-5.4382,-79.4654,87.82,4.5
687,2015-05-11T16:29:10.540,-8.1958,-76.2648,128.47,4.5
688,2015-05-11T08:21:44.350,-9.15,-71.2315,617.28,4
689,2015-05-10T21:13:53.440,-11.4079,-77.0907,129.33,4.4
690,2015-05-10T07:25:43.000,-12.58,-76.87,52,4.1
691,2015-05-07T14:46:24.720,-8.0117,-77.6871,48.06,4.7
692,2015-05-07T03:19:38.290,-15.182,-76.3845,37.93,4.1
693,2015-05-06T01:43:42.820,-11.0533,-72.2137,20.55,4.3
694,2015-05-04T00:40:58.060,-16.104,-72.604,72.47,4.1
695,2015-05-02T14:37:49.280,-17.518,-72.7057,40.94,4.6
696,2015-04-27T08:33:36.000,-16.27,-72.75,36,4.7
697,2015-04-26T23:35:29.730,-8.3237,-79.8322,22,5.6
698,2015-04-26T21:10:30.030,-14.3325,-73.6758,62.36,4.6
699,2015-04-23T17:10:48.700,-8.363,-75.642,15.58,4.7
700,2015-04-22T21:13:00.420,-16.5667,-69.653,192.38,4.4
701,2015-04-21T19:00:21.260,-14.7636,-71.3539,153,5.3
702,2015-04-18T03:33:58.170,-15.7575,-72.2501,127.24,4.4
703,2015-04-17T19:28:59.420,-8.4697,-75.0009,124.1,4.4
704,2015-04-17T15:36:44.580,-8.9049,-74.4439,148.41,4.3
705,2015-04-15T19:13:15.940,-15.0404,-72.3192,119.87,4.3
706,2015-04-15T06:59:17.430,-14.522,-76.1712,10,4.9
707,2015-04-10T05:59:36.000,-8.5103,-76.0235,41.04,4.4
708,2015-04-10T03:35:24.000,-16.42,-73.32,36,4.2
709,2015-04-08T22:39:39.290,-15.0893,-72.3677,87.18,4
710,2015-04-08T03:26:53.350,-16.1498,-73.6139,109.95,3.8
711,2015-04-05T05:57:23.000,-11.67,-78.05,39,4.6
712,2015-04-04T12:52:44.000,-15.8,-74.24,52,4.3
713,2015-04-02T04:39:54.000,-11.31,-76.96,114,4.2
714,2015-04-01T16:45:21.200,-10.5415,-78.0795,48,5.3
715,2015-03-29T04:17:23.450,-15.704,-70.5747,215.29,4.1
716,2015-03-28T22:19:34.690,-9.8395,-78.5178,53.23,5
717,2015-03-28T21:48:14.380,-9.1191,-71.2868,610.23,4.4
718,2015-03-22T18:55:45.480,-17.9732,-72.1415,30.25,4.4
719,2015-03-21T16:58:15.200,-9.3545,-78.7174,55,5.1
720,2015-03-21T09:18:15.840,-10.8245,-74.1794,113.74,4.4
721,2015-03-20T11:14:35.220,-15.7747,-71.3369,165.43,4.4
722,2015-03-20T08:49:23.000,-17.78,-71.61,28,4
723,2015-03-20T00:44:57.290,-15.7061,-75.3049,35,4.5
724,2015-03-18T19:56:12.000,-16.76,-72.89,45,4.6
725,2015-03-18T16:34:40.460,-17.507,-69.7988,158.14,4.4
726,2015-03-17T20:56:03.890,-15.1504,-72.0754,131.77,4.2
727,2015-03-16T00:59:41.300,-14.3362,-73.6487,70.12,4.1
728,2015-03-15T00:21:47.150,-14.559,-73.5308,68.64,4.6
729,2015-03-10T22:42:59.000,-15.63,-72.01,12,4.2
730,2015-03-09T02:23:03.850,-12.7641,-73.8148,66.05,4.5
731,2015-03-08T04:16:04.720,-16.819,-70.8661,11.62,4.2
732,2015-03-07T14:54:43.870,-8.6948,-74.8346,127.96,4.7
733,2015-03-07T05:50:18.800,-13.5591,-77.2938,57.38,4.1
734,2015-03-06T18:09:51.420,-8.483,-75.6605,36.47,4.8
735,2015-03-06T16:38:14.310,-14.8012,-72.4396,122.47,4.1
736,2015-03-03T13:41:17.710,-16.8107,-69.8753,170.52,4.5
737,2015-03-03T01:37:24.000,-17.708,-69.812,156.8,4.5
738,2015-03-02T09:55:48.000,-15.68,-72.01,11,3.9
739,2015-03-02T02:49:17.940,-16.1217,-73.9826,66.26,3.8
740,2015-03-01T15:08:28.410,-17.1815,-71.8382,55.51,5
741,2015-02-28T20:10:24.000,-15.7,-71.99,12,4.8
742,2015-02-28T04:53:11.170,-4.9311,-78.1821,67.42,4.6
743,2015-02-28T04:43:01.330,-12.1154,-76.7591,51.7,3.9
744,2015-02-24T03:33:35.630,-16.704,-72.9355,101.87,4
745,2015-02-20T20:53:38.840,-15.2194,-75.846,36.36,4.3
746,2015-02-19T11:45:38.780,-16.5151,-71.5785,120.87,4.2
747,2015-02-12T06:24:10.670,-15.1696,-70.7462,178.53,4.4
748,2015-02-12T01:59:36.000,-9.22,-79.34,22,4.6
749,2015-02-07T22:12:15.860,-10.0312,-74.4382,115.61,4
750,2015-02-07T14:57:04.000,-12.86,-74.01,90,3.9
751,2015-02-06T07:06:33.580,-16.2425,-75.1491,40.59,4.2
752,2015-02-03T08:41:19.200,-14.1774,-76.1194,24.16,4.2
753,2015-02-01T23:33:00.050,-3.9127,-76.6179,115.65,5.1
754,2015-02-01T16:20:36.680,-14.3399,-76.7374,11.49,4.6
755,2015-02-01T05:12:17.880,-14.3854,-76.9413,10,4.4
756,2015-01-26T05:35:14.650,-15.5357,-70.2554,200.23,4.5
757,2015-01-25T21:16:07.000,-12.28,-77.45,29,3.9
758,2015-01-25T15:17:38.860,-10.2034,-74.3062,32.23,4.6
759,2015-01-25T03:10:07.000,-14.06,-74.56,95,4.5
760,2015-01-25T01:40:09.570,-10.3062,-75.3652,34.34,4.7
761,2015-01-24T22:27:05.000,-14.52,-75.78,42,4.3
762,2015-01-23T22:24:57.790,-15.3177,-73.7394,83.07,4.4
763,2015-01-23T06:52:43.890,-10.254,-78.0637,59.92,3.6
764,2015-01-17T20:18:28.000,-12.17,-76.09,121,4.3
765,2015-01-16T11:39:23.460,-3.3787,-79.9723,79.03,5.1
766,2015-01-15T15:43:04.760,-8.5992,-80.9263,34.02,4.5
767,2015-01-14T09:26:49.000,-3.65,-80.23,84,3.7
768,2015-01-11T21:39:37.000,-16.03,-74.14,41,4.9
769,2015-01-04T22:09:32.990,-6.4377,-76.0819,69.89,4.4
770,2015-01-03T01:21:59.090,-15.3028,-75.1545,39.94,4
771,2015-01-01T14:50:16.810,-7.7986,-73.8619,155.32,4.6
772,2014-12-31T00:39:03.630,-10.0271,-74.4135,54.53,4.7
